district,rice_type_name,season_name,quantity_kg
Polonnaruwa,Nadu,Yala 2021,244714056
Polonnaruwa,Keeri Samba,Yala 2021,27190451
Polonnaruwa,Samba,Yala 2021,28412493
Badulla,Nadu,Yala 2021,42638786
Badulla,Keeri Samba,Yala 2021,4737643
Badulla,Samba,Yala 2021,4950571
Monaragala,Nadu,Yala 2021,63356411
Monaragala,Keeri Samba,Yala 2021,7039601
Monaragala,Samba,Yala 2021,7355988
Ratnapura,Nadu,Yala 2021,30652306
Ratnapura,Keeri Samba,Yala 2021,3405812
Ratnapura,Samba,Yala 2021,3558882
Kegalle,Nadu,Yala 2021,12464799
Kegalle,Keeri Samba,Yala 2021,1384978
Kegalle,Samba,Yala 2021,1447224
Colombo,Nadu,Maha 2020/2021,9939571
Colombo,Keeri Samba,Maha 2020/2021,1104397
Colombo,Samba,Maha 2020/2021,1154033
Gampaha,Nadu,Maha 2020/2021,32097040
Gampaha,Keeri Samba,Maha 2020/2021,3566338
Gampaha,Samba,Maha 2020/2021,3726623
Kalutara,Nadu,Maha 2020/2021,32585951
Kalutara,Keeri Samba,Maha 2020/2021,3620661
Kalutara,Samba,Maha 2020/2021,3783388
Kandy,Nadu,Maha 2020/2021,37057862
Kandy,Keeri Samba,Maha 2020/2021,4117540
Kandy,Samba,Maha 2020/2021,4302598
Matale,Nadu,Maha 2020/2021,78440145
Matale,Keeri Samba,Maha 2020/2021,8715572
Matale,Samba,Maha 2020/2021,9107283
Nuwaraeliya,Nadu,Maha 2020/2021,11243335
Nuwaraeliya,Keeri Samba,Maha 2020/2021,1249259
Nuwaraeliya,Samba,Maha 2020/2021,1305406
Galle,Nadu,Maha 2020/2021,28958228
Galle,Keeri Samba,Maha 2020/2021,3217581
Galle,Samba,Maha 2020/2021,3362191
Matara,Nadu,Maha 2020/2021,32129634
Matara,Keeri Samba,Maha 2020/2021,3569959
Matara,Samba,Maha 2020/2021,3730407
Hambantota,Nadu,Maha 2020/2021,146132387
Hambantota,Keeri Samba,Maha 2020/2021,16236932
Hambantota,Samba,Maha 2020/2021,16966682
Jaffna,Nadu,Maha 2020/2021,15914069
Jaffna,Keeri Samba,Maha 2020/2021,1768230
Jaffna,Samba,Maha 2020/2021,1847701
Mannar,Nadu,Maha 2020/2021,81942381
Mannar,Keeri Samba,Maha 2020/2021,9104709
Mannar,Samba,Maha 2020/2021,9513909
Vavuniya,Nadu,Maha 2020/2021,62985653
Vavuniya,Keeri Samba,Maha 2020/2021,6998406
Vavuniya,Samba,Maha 2020/2021,7312941
Mulativu,Nadu,Maha 2020/2021,74596486
Mulativu,Keeri Samba,Maha 2020/2021,8288498
Mulativu,Samba,Maha 2020/2021,8661015
Killinochchi,Nadu,Maha 2020/2021,69232312
Killinochchi,Keeri Samba,Maha 2020/2021,7692479
Killinochchi,Samba,Maha 2020/2021,8038209
Batticaloa,Nadu,Maha 2020/2021,179789054
Batticaloa,Keeri Samba,Maha 2020/2021,19976562
Batticaloa,Samba,Maha 2020/2021,20874385
Ampara,Nadu,Maha 2020/2021,297521387
Ampara,Keeri Samba,Maha 2020/2021,33057932
Ampara,Samba,Maha 2020/2021,34543682
Trincomalee,Nadu,Maha 2020/2021,128153481
Trincomalee,Keeri Samba,Maha 2020/2021,14239276
Trincomalee,Samba,Maha 2020/2021,14879243
Kurunegala,Nadu,Maha 2020/2021,232624904
Kurunegala,Keeri Samba,Maha 2020/2021,25847212
Kurunegala,Samba,Maha 2020/2021,27008884
Puttalam,Nadu,Maha 2020/2021,49901567
Puttalam,Keeri Samba,Maha 2020/2021,5544619
Puttalam,Samba,Maha 2020/2021,5793815
Anuradhapura,Nadu,Maha 2020/2021,375308835
Anuradhapura,Keeri Samba,Maha 2020/2021,41700982
Anuradhapura,Samba,Maha 2020/2021,43575183
Polonnaruwa,Nadu,Maha 2020/2021,250314537
Polonnaruwa,Keeri Samba,Maha 2020/2021,27812726
Polonnaruwa,Samba,Maha 2020/2021,29062737
Badulla,Nadu,Maha 2020/2021,79321001
Badulla,Keeri Samba,Maha 2020/2021,8813445
Badulla,Samba,Maha 2020/2021,9209554
Monaragala,Nadu,Maha 2020/2021,125664922
Monaragala,Keeri Samba,Maha 2020/2021,13962769
Monaragala,Samba,Maha 2020/2021,14590309
Ratnapura,Nadu,Maha 2020/2021,41285316
Ratnapura,Keeri Samba,Maha 2020/2021,4587257
Ratnapura,Samba,Maha 2020/2021,4793426
Kegalle,Nadu,Maha 2020/2021,21444473
Kegalle,Keeri Samba,Maha 2020/2021,2382719
Kegalle,Samba,Maha 2020/2021,2489808
Colombo,Nadu,Yala 2020,7314116
Colombo,Keeri Samba,Yala 2020,812680
Colombo,Samba,Yala 2020,849204
Gampaha,Nadu,Yala 2020,23861326
Gampaha,Keeri Samba,Yala 2020,2651258
Gampaha,Samba,Yala 2020,2770416
Kalutara,Nadu,Yala 2020,29456103
Kalutara,Keeri Samba,Yala 2020,3272900
Kalutara,Samba,Yala 2020,3419997
Kandy,Nadu,Yala 2020,23252631
Kandy,Keeri Samba,Yala 2020,2583626
Kandy,Samba,Yala 2020,2699744
Matale,Nadu,Yala 2020,30280733
Matale,Keeri Samba,Yala 2020,3364526
Matale,Samba,Yala 2020,3515741
Nuwaraeliya,Nadu,Yala 2020,9127163
Nuwaraeliya,Keeri Samba,Yala 2020,1014129
Nuwaraeliya,Samba,Yala 2020,1059708
Galle,Nadu,Yala 2020,19746320
Galle,Keeri Samba,Yala 2020,2194036
Galle,Samba,Yala 2020,2292644
Matara,Nadu,Yala 2020,31032842
Matara,Keeri Samba,Yala 2020,3448094
Matara,Samba,Yala 2020,3603064
Hambantota,Nadu,Yala 2020,145570953
Hambantota,Keeri Samba,Yala 2020,16174550
Hambantota,Samba,Yala 2020,16901496
Mannar,Nadu,Yala 2020,6729867
Mannar,Keeri Samba,Yala 2020,747763
Mannar,Samba,Yala 2020,781370
Vavuniya,Nadu,Yala 2020,6244215
Vavuniya,Keeri Samba,Yala 2020,693802
Vavuniya,Samba,Yala 2020,724984
Mulativu,Nadu,Yala 2020,21604999
Mulativu,Keeri Samba,Yala 2020,2400555
Mulativu,Samba,Yala 2020,2508446
Killinochchi,Nadu,Yala 2020,38087835
Killinochchi,Keeri Samba,Yala 2020,4231982
Killinochchi,Samba,Yala 2020,4422183
Batticaloa,Nadu,Yala 2020,95385818
Batticaloa,Keeri Samba,Yala 2020,10598424
Batticaloa,Samba,Yala 2020,11074758
Ampara,Nadu,Yala 2020,236521529
Ampara,Keeri Samba,Yala 2020,26280170
Ampara,Samba,Yala 2020,27461301
Trincomalee,Nadu,Yala 2020,88184966
Trincomalee,Keeri Samba,Yala 2020,9798330
Trincomalee,Samba,Yala 2020,10238704
Kurunegala,Nadu,Yala 2020,202528328
Kurunegala,Keeri Samba,Yala 2020,22503148
Kurunegala,Samba,Yala 2020,23514525
Puttalam,Nadu,Yala 2020,42906873
Puttalam,Keeri Samba,Yala 2020,4767430
Puttalam,Samba,Yala 2020,4981697
Anuradhapura,Nadu,Yala 2020,126958093
Anuradhapura,Keeri Samba,Yala 2020,14106455
Anuradhapura,Samba,Yala 2020,14740453
Polonnaruwa,Nadu,Yala 2020,234933381
Polonnaruwa,Keeri Samba,Yala 2020,26103709
Polonnaruwa,Samba,Yala 2020,27276909
Badulla,Nadu,Yala 2020,40090743
Badulla,Keeri Samba,Yala 2020,4454527
Badulla,Samba,Yala 2020,4654730
Monaragala,Nadu,Yala 2020,55753837
Monaragala,Keeri Samba,Yala 2020,6194871
Monaragala,Samba,Yala 2020,6473292
Ratnapura,Nadu,Yala 2020,34535078
Ratnapura,Keeri Samba,Yala 2020,3837231
Ratnapura,Samba,Yala 2020,4009691
Kegalle,Nadu,Yala 2020,17808601
Kegalle,Keeri Samba,Yala 2020,1978733
Kegalle,Samba,Yala 2020,2067665
Colombo,Nadu,Maha 2019/2020,6984101
Colombo,Keeri Samba,Maha 2019/2020,776011
Colombo,Samba,Maha 2019/2020,810888
Gampaha,Nadu,Maha 2019/2020,28079817
Gampaha,Keeri Samba,Maha 2019/2020,3119980
Gampaha,Samba,Maha 2019/2020,3260203
Kalutara,Nadu,Maha 2019/2020,25974238
Kalutara,Keeri Samba,Maha 2019/2020,2886026
Kalutara,Samba,Maha 2019/2020,3015736
Kandy,Nadu,Maha 2019/2020,31322930
Kandy,Keeri Samba,Maha 2019/2020,3480326
Kandy,Samba,Maha 2019/2020,3636745
Matale,Nadu,Maha 2019/2020,71623090
Matale,Keeri Samba,Maha 2019/2020,7958121
Matale,Samba,Maha 2019/2020,8315789
Nuwaraeliya,Nadu,Maha 2019/2020,2872355
Nuwaraeliya,Keeri Samba,Maha 2019/2020,319151
Nuwaraeliya,Samba,Maha 2019/2020,333494
Galle,Nadu,Maha 2019/2020,20149672
Galle,Keeri Samba,Maha 2019/2020,2238852
Galle,Samba,Maha 2019/2020,2339475
Matara,Nadu,Maha 2019/2020,28993267
Matara,Keeri Samba,Maha 2019/2020,3221474
Matara,Samba,Maha 2019/2020,3366259
Hambantota,Nadu,Maha 2019/2020,156739321
Hambantota,Keeri Samba,Maha 2019/2020,17415480
Hambantota,Samba,Maha 2019/2020,18198198
Jaffna,Nadu,Maha 2019/2020,27000137
Jaffna,Keeri Samba,Maha 2019/2020,3000015
Jaffna,Samba,Maha 2019/2020,3134847
Mannar,Nadu,Maha 2019/2020,72736178
Mannar,Keeri Samba,Maha 2019/2020,8081798
Mannar,Samba,Maha 2019/2020,8445024
Vavuniya,Nadu,Maha 2019/2020,72761438
Vavuniya,Keeri Samba,Maha 2019/2020,8084604
Vavuniya,Samba,Maha 2019/2020,8447957
Mulativu,Nadu,Maha 2019/2020,65194718
Mulativu,Keeri Samba,Maha 2019/2020,7243858
Mulativu,Samba,Maha 2019/2020,7569424
Killinochchi,Nadu,Maha 2019/2020,81667776
Killinochchi,Keeri Samba,Maha 2019/2020,9074197
Killinochchi,Samba,Maha 2019/2020,9482026
Batticaloa,Nadu,Maha 2019/2020,166628371
Batticaloa,Keeri Samba,Maha 2019/2020,18514263
Batticaloa,Samba,Maha 2019/2020,17946365
Ampara,Nadu,Maha 2019/2020,284893617
Ampara,Keeri Samba,Maha 2019/2020,31654846
Ampara,Samba,Maha 2019/2020,33077536
Trincomalee,Nadu,Maha 2019/2020,126784529
Trincomalee,Keeri Samba,Maha 2019/2020,14087170
Trincomalee,Samba,Maha 2019/2020,14720301
Kurunegala,Nadu,Maha 2019/2020,316197806
Kurunegala,Keeri Samba,Maha 2019/2020,35133090
Kurunegala,Samba,Maha 2019/2020,36712105
Puttalam,Nadu,Maha 2019/2020,63109511
Puttalam,Keeri Samba,Maha 2019/2020,7012168
Puttalam,Samba,Maha 2019/2020,7327321
Anuradhapura,Nadu,Maha 2019/2020,432161908
Anuradhapura,Keeri Samba,Maha 2019/2020,48017990
Anuradhapura,Samba,Maha 2019/2020,50176102
Polonnaruwa,Nadu,Maha 2019/2020,259409921
Polonnaruwa,Keeri Samba,Maha 2019/2020,28823325
Polonnaruwa,Samba,Maha 2019/2020,30118755
Badulla,Nadu,Maha 2019/2020,78239692
Badulla,Keeri Samba,Maha 2019/2020,8693299
Badulla,Samba,Maha 2019/2020,9084009
Monaragala,Nadu,Maha 2019/2020,128876255
Monaragala,Keeri Samba,Maha 2019/2020,14319584
Monaragala,Samba,Maha 2019/2020,14963161
Ratnapura,Nadu,Maha 2019/2020,37907753
Ratnapura,Keeri Samba,Maha 2019/2020,4211973
Ratnapura,Samba,Maha 2019/2020,4401275
Kegalle,Nadu,Maha 2019/2020,18572933
Kegalle,Keeri Samba,Maha 2019/2020,2063659
Kegalle,Samba,Maha 2019/2020,2156408
Colombo,Nadu,Yala 2019,1673707
Colombo,Keeri Samba,Yala 2019,185967
Colombo,Samba,Yala 2019,194326
Gampaha,Nadu,Yala 2019,9415621
Gampaha,Keeri Samba,Yala 2019,1046180
Gampaha,Samba,Yala 2019,1093199
Kalutara,Nadu,Yala 2019,10187286
Kalutara,Keeri Samba,Yala 2019,1131921
Kalutara,Samba,Yala 2019,1182793
Kandy,Nadu,Yala 2019,12737774
Kandy,Keeri Samba,Yala 2019,1415308
Kandy,Samba,Yala 2019,1478918
Matale,Nadu,Yala 2019,17313171
Matale,Keeri Samba,Yala 2019,1923686
Matale,Samba,Yala 2019,2010143
Nuwaraeliya,Nadu,Yala 2019,1852975
Nuwaraeliya,Keeri Samba,Yala 2019,205886
Nuwaraeliya,Samba,Yala 2019,215139
Galle,Nadu,Yala 2019,5129496
Galle,Keeri Samba,Yala 2019,569944
Galle,Samba,Yala 2019,595560
Matara,Nadu,Yala 2019,18238843
Matara,Keeri Samba,Yala 2019,2026538
Matara,Samba,Yala 2019,2117619
Hambantota,Nadu,Yala 2019,131248291
Hambantota,Keeri Samba,Yala 2019,14583143
Hambantota,Samba,Yala 2019,15238566
Mannar,Nadu,Yala 2019,3923515
Mannar,Keeri Samba,Yala 2019,435946
Mannar,Samba,Yala 2019,455539
Vavuniya,Nadu,Yala 2019,9558220
Vavuniya,Keeri Samba,Yala 2019,1062024
Vavuniya,Samba,Yala 2019,1109756
Mulativu,Nadu,Yala 2019,20557099
Mulativu,Keeri Samba,Yala 2019,2284122
Mulativu,Samba,Yala 2019,2386779
Killinochchi,Nadu,Yala 2019,35904845
Killinochchi,Keeri Samba,Yala 2019,3989427
Killinochchi,Samba,Yala 2019,4168727
Batticaloa,Nadu,Yala 2019,64902186
Batticaloa,Keeri Samba,Yala 2019,7211354
Batticaloa,Samba,Yala 2019,7535460
Ampara,Nadu,Yala 2019,230787412
Ampara,Keeri Samba,Yala 2019,25643046
Ampara,Samba,Yala 2019,26795542
Trincomalee,Nadu,Yala 2019,68203154
Trincomalee,Keeri Samba,Yala 2019,7578128
Trincomalee,Samba,Yala 2019,7918718
Kurunegala,Nadu,Yala 2019,100648950
Kurunegala,Keeri Samba,Yala 2019,11183217
Kurunegala,Samba,Yala 2019,11685833
Puttalam,Nadu,Yala 2019,22214509
Puttalam,Keeri Samba,Yala 2019,2468279
Puttalam,Samba,Yala 2019,2579213
Anuradhapura,Nadu,Yala 2019,107644459
Anuradhapura,Keeri Samba,Yala 2019,11960495
Anuradhapura,Samba,Yala 2019,12498046
Polonnaruwa,Nadu,Yala 2019,244022246
Polonnaruwa,Keeri Samba,Yala 2019,27113583
Polonnaruwa,Samba,Yala 2019,28332171
Badulla,Nadu,Yala 2019,38963802
Badulla,Keeri Samba,Yala 2019,4329311
Badulla,Samba,Yala 2019,4523887
Monaragala,Nadu,Yala 2019,53943235
Monaragala,Keeri Samba,Yala 2019,5993693
Monaragala,Samba,Yala 2019,6263072
Ratnapura,Nadu,Yala 2019,24051186
Ratnapura,Keeri Samba,Yala 2019,2672354
Ratnapura,Samba,Yala 2019,2792460
Kegalle,Nadu,Yala 2019,5026010
Kegalle,Keeri Samba,Yala 2019,558446
Kegalle,Samba,Yala 2019,583544
Colombo,Nadu,Maha 2018/2019,7853548
Colombo,Keeri Samba,Maha 2018/2019,872616
Colombo,Samba,Maha 2018/2019,911835
Gampaha,Nadu,Maha 2018/2019,25979127
Gampaha,Keeri Samba,Maha 2018/2019,2886570
Gampaha,Samba,Maha 2018/2019,3016303
Kalutara,Nadu,Maha 2018/2019,28171895
Kalutara,Keeri Samba,Maha 2018/2019,3130211
Kalutara,Samba,Maha 2018/2019,3270894
Kandy,Nadu,Maha 2018/2019,30600970
Kandy,Keeri Samba,Maha 2018/2019,3400108
Kandy,Samba,Maha 2018/2019,3552922
Matale,Nadu,Maha 2018/2019,72641655
Matale,Keeri Samba,Maha 2018/2019,8071295
Matale,Samba,Maha 2018/2019,8434050
Nuwaraeliya,Nadu,Maha 2018/2019,10694124
Nuwaraeliya,Keeri Samba,Maha 2018/2019,1188236
Nuwaraeliya,Samba,Maha 2018/2019,1241640
Galle,Nadu,Maha 2018/2019,17203166
Galle,Keeri Samba,Maha 2018/2019,1911463
Galle,Samba,Maha 2018/2019,1797371
Matara,Nadu,Maha 2018/2019,34258843
Matara,Keeri Samba,Maha 2018/2019,3806538
Matara,Samba,Maha 2018/2019,3977619
Hambantota,Nadu,Maha 2018/2019,160955368
Hambantota,Keeri Samba,Maha 2018/2019,17883930
Hambantota,Samba,Maha 2018/2019,18687702
Jaffna,Nadu,Maha 2018/2019,31064622
Jaffna,Keeri Samba,Maha 2018/2019,3451625
Jaffna,Samba,Maha 2018/2019,3606754
Mannar,Nadu,Maha 2018/2019,76632803
Mannar,Keeri Samba,Maha 2018/2019,8514756
Mannar,Samba,Maha 2018/2019,8897442
Vavuniya,Nadu,Maha 2018/2019,78687861
Vavuniya,Keeri Samba,Maha 2018/2019,8743096
Vavuniya,Samba,Maha 2018/2019,9136044
Mulativu,Nadu,Maha 2018/2019,41481696
Mulativu,Keeri Samba,Maha 2018/2019,4609077
Mulativu,Samba,Maha 2018/2019,4816227
Killinochchi,Nadu,Maha 2018/2019,68091519
Killinochchi,Keeri Samba,Maha 2018/2019,7565724
Killinochchi,Samba,Maha 2018/2019,7905757
Batticaloa,Nadu,Maha 2018/2019,154958054
Batticaloa,Keeri Samba,Maha 2018/2019,17217562
Batticaloa,Samba,Maha 2018/2019,17991385
Ampara,Nadu,Maha 2018/2019,299120127
Ampara,Keeri Samba,Maha 2018/2019,33235570
Ampara,Samba,Maha 2018/2019,34729303
Trincomalee,Nadu,Maha 2018/2019,123494969
Trincomalee,Keeri Samba,Maha 2018/2019,13121663
Trincomalee,Samba,Maha 2018/2019,17991367
Kurunegala,Nadu,Maha 2018/2019,307361545
Kurunegala,Keeri Samba,Maha 2018/2019,34151283
Kurunegala,Samba,Maha 2018/2019,35686172
Puttalam,Nadu,Maha 2018/2019,64749809
Puttalam,Keeri Samba,Maha 2018/2019,7194423
Puttalam,Samba,Maha 2018/2019,7517768
Anuradhapura,Nadu,Maha 2018/2019,387573995
Anuradhapura,Keeri Samba,Maha 2018/2019,43063777
Anuradhapura,Samba,Maha 2018/2019,44999228
Polonnaruwa,Nadu,Maha 2018/2019,238462508
Polonnaruwa,Keeri Samba,Maha 2018/2019,26495834
Polonnaruwa,Samba,Maha 2018/2019,27686658
Badulla,Nadu,Maha 2018/2019,83531344
Badulla,Keeri Samba,Maha 2018/2019,9281260
Badulla,Samba,Maha 2018/2019,9698396
Monaragala,Nadu,Maha 2018/2019,102667340
Monaragala,Keeri Samba,Maha 2018/2019,11407482
Monaragala,Samba,Maha 2018/2019,11920178
Ratnapura,Nadu,Maha 2018/2019,36240565
Ratnapura,Keeri Samba,Maha 2018/2019,4026729
Ratnapura,Samba,Maha 2018/2019,4207706
Kegalle,Nadu,Maha 2018/2019,21222833
Kegalle,Keeri Samba,Maha 2018/2019,2358093
Kegalle,Samba,Maha 2018/2019,2464074
Colombo,Nadu,Yala 2018,2648271
Colombo,Keeri Samba,Yala 2018,294252
Colombo,Samba,Yala 2018,307477
Gampaha,Nadu,Yala 2018,12821704
Gampaha,Keeri Samba,Yala 2018,1424634
Gampaha,Samba,Yala 2018,1488662
Kalutara,Nadu,Yala 2018,13930718
Kalutara,Keeri Samba,Yala 2018,1547858
Kalutara,Samba,Yala 2018,1617424
Kandy,Nadu,Yala 2018,17123310
Kandy,Keeri Samba,Yala 2018,1902590
Kandy,Samba,Yala 2018,1988100
Matale,Nadu,Yala 2018,25776229
Matale,Keeri Samba,Yala 2018,2864025
Matale,Samba,Yala 2018,2992746
Nuwaraeliya,Nadu,Yala 2018,4647104
Nuwaraeliya,Keeri Samba,Yala 2018,516345
Nuwaraeliya,Samba,Yala 2018,539551
Galle,Nadu,Yala 2018,8061336
Galle,Keeri Samba,Yala 2018,895704
Galle,Samba,Yala 2018,935960
Matara,Nadu,Yala 2018,29997980
Matara,Keeri Samba,Yala 2018,3333109
Matara,Samba,Yala 2018,3482911
Hambantota,Nadu,Yala 2018,109926861
Hambantota,Keeri Samba,Yala 2018,12214096
Hambantota,Samba,Yala 2018,12763044
Mannar,Nadu,Yala 2018,1780453
Mannar,Keeri Samba,Yala 2018,197828
Mannar,Samba,Yala 2018,206719
Vavuniya,Nadu,Yala 2018,1268725
Vavuniya,Keeri Samba,Yala 2018,140969
Vavuniya,Samba,Yala 2018,147305
Mulativu,Nadu,Yala 2018,5217501
Mulativu,Keeri Samba,Yala 2018,579722
Mulativu,Samba,Yala 2018,605777
Killinochchi,Nadu,Yala 2018,3272448
Killinochchi,Keeri Samba,Yala 2018,363605
Killinochchi,Samba,Yala 2018,379947
Batticaloa,Nadu,Yala 2018,75720983
Batticaloa,Keeri Samba,Yala 2018,8413443
Batticaloa,Samba,Yala 2018,1791575
Ampara,Nadu,Yala 2018,158019455
Ampara,Keeri Samba,Yala 2018,17557717
Ampara,Samba,Yala 2018,18346828
Trincomalee,Nadu,Yala 2018,76949780
Trincomalee,Keeri Samba,Yala 2018,8549976
Trincomalee,Samba,Yala 2018,8934244
Kurunegala,Nadu,Yala 2018,148771694
Kurunegala,Keeri Samba,Yala 2018,16530188
Kurunegala,Samba,Yala 2018,17273118
Puttalam,Nadu,Yala 2018,37853158
Puttalam,Keeri Samba,Yala 2018,4205906
Puttalam,Samba,Yala 2018,4394936
Anuradhapura,Nadu,Yala 2018,69825525
Anuradhapura,Keeri Samba,Yala 2018,7758392
Anuradhapura,Samba,Yala 2018,8107083
Polonnaruwa,Nadu,Yala 2018,218765078
Polonnaruwa,Keeri Samba,Yala 2018,24307231
Polonnaruwa,Samba,Yala 2018,25399691
Badulla,Nadu,Yala 2018,34951468
Badulla,Keeri Samba,Yala 2018,3883496
Badulla,Samba,Yala 2018,4058036
Monaragala,Nadu,Yala 2018,36998377
Monaragala,Keeri Samba,Yala 2018,4110931
Monaragala,Samba,Yala 2018,4295692
Ratnapura,Nadu,Yala 2018,20341163
Ratnapura,Keeri Samba,Yala 2018,2260129
Ratnapura,Samba,Yala 2018,2361708
Kegalle,Nadu,Yala 2018,11022510
Kegalle,Keeri Samba,Yala 2018,1224723
Kegalle,Samba,Yala 2018,1279767
Uda Walawe,Nadu,Yala 2018,55097881
Uda Walawe,Keeri Samba,Yala 2018,6121987
Uda Walawe,Samba,Yala 2018,6397132
Mahaweli H,Nadu,Yala 2018,68301751
Mahaweli H,Keeri Samba,Yala 2018,7589083
Mahaweli H,Samba,Yala 2018,7930166
Colombo,Nadu,Maha 2017/2018,7622130
Colombo,Keeri Samba,Maha 2017/2018,846903
Colombo,Samba,Maha 2017/2018,884966
Gampaha,Nadu,Maha 2017/2018,27546089
Gampaha,Keeri Samba,Maha 2017/2018,3060677
Gampaha,Samba,Maha 2017/2018,3198235
Kalutara,Nadu,Maha 2017/2018,27792174
Kalutara,Keeri Samba,Maha 2017/2018,3088019
Kalutara,Samba,Maha 2017/2018,3226807
Kandy,Nadu,Maha 2017/2018,26905614
Kandy,Keeri Samba,Maha 2017/2018,2989513
Kandy,Samba,Maha 2017/2018,3123873
Matale,Nadu,Maha 2017/2018,54878686
Matale,Keeri Samba,Maha 2017/2018,6097632
Matale,Samba,Maha 2017/2018,6371683
Nuwaraeliya,Nadu,Maha 2017/2018,7380934
Nuwaraeliya,Keeri Samba,Maha 2017/2018,820104
Nuwaraeliya,Samba,Maha 2017/2018,856962
Galle,Nadu,Maha 2017/2018,20419389
Galle,Keeri Samba,Maha 2017/2018,2268821
Galle,Samba,Maha 2017/2018,2370790
Matara,Nadu,Maha 2017/2018,32940412
Matara,Keeri Samba,Maha 2017/2018,3660046
Matara,Samba,Maha 2017/2018,3824542
Hambantota,Nadu,Maha 2017/2018,142590223
Hambantota,Keeri Samba,Maha 2017/2018,15843358
Hambantota,Samba,Maha 2017/2018,16555419
Jaffna,Nadu,Maha 2017/2018,13318764
Jaffna,Keeri Samba,Maha 2017/2018,1479863
Jaffna,Samba,Maha 2017/2018,1546373
Mannar,Nadu,Maha 2017/2018,63616349
Mannar,Keeri Samba,Maha 2017/2018,7068483
Mannar,Samba,Maha 2017/2018,7386168
Vavuniya,Nadu,Maha 2017/2018,28577692
Vavuniya,Keeri Samba,Maha 2017/2018,3175299
Vavuniya,Samba,Maha 2017/2018,3318009
Mulativu,Nadu,Maha 2017/2018,44820961
Mulativu,Keeri Samba,Maha 2017/2018,4980107
Mulativu,Samba,Maha 2017/2018,5203932
Killinochchi,Nadu,Maha 2017/2018,74545965
Killinochchi,Keeri Samba,Maha 2017/2018,8282885
Killinochchi,Samba,Maha 2017/2018,8655150
Batticaloa,Nadu,Maha 2017/2018,144464384
Batticaloa,Keeri Samba,Maha 2017/2018,16051598
Batticaloa,Samba,Maha 2017/2018,17973018
Ampara,Nadu,Maha 2017/2018,271156019
Ampara,Keeri Samba,Maha 2017/2018,30128447
Ampara,Samba,Maha 2017/2018,31482534
Trincomalee,Nadu,Maha 2017/2018,117478099
Trincomalee,Keeri Samba,Maha 2017/2018,13053122
Trincomalee,Samba,Maha 2017/2018,13639779
Kurunegala,Nadu,Maha 2017/2018,153152341
Kurunegala,Keeri Samba,Maha 2017/2018,17016927
Kurunegala,Samba,Maha 2017/2018,17781732
Puttalam,Nadu,Maha 2017/2018,14929727
Puttalam,Keeri Samba,Maha 2017/2018,1658859
Puttalam,Samba,Maha 2017/2018,1733414
Anuradhapura,Nadu,Maha 2017/2018,137967565
Anuradhapura,Keeri Samba,Maha 2017/2018,15329729
Anuradhapura,Samba,Maha 2017/2018,16018706
Polonnaruwa,Nadu,Maha 2017/2018,225998524
Polonnaruwa,Keeri Samba,Maha 2017/2018,25110947
Polonnaruwa,Samba,Maha 2017/2018,26239529
Badulla,Nadu,Maha 2017/2018,58660416
Badulla,Keeri Samba,Maha 2017/2018,6517824
Badulla,Samba,Maha 2017/2018,6810760
Monaragala,Nadu,Maha 2017/2018,97880081
Monaragala,Keeri Samba,Maha 2017/2018,10875565
Monaragala,Samba,Maha 2017/2018,11364354
Ratnapura,Nadu,Maha 2017/2018,24262233
Ratnapura,Keeri Samba,Maha 2017/2018,2695804
Ratnapura,Samba,Maha 2017/2018,2816963
Kegalle,Nadu,Maha 2017/2018,19102587
Kegalle,Keeri Samba,Maha 2017/2018,2122510
Kegalle,Samba,Maha 2017/2018,2217903
Uda Walawe,Nadu,Maha 2017/2018,53246536
Uda Walawe,Keeri Samba,Maha 2017/2018,5916282
Uda Walawe,Samba,Maha 2017/2018,6182182
Mahaweli H,Nadu,Maha 2017/2018,61887232
Mahaweli H,Keeri Samba,Maha 2017/2018,6876359
Mahaweli H,Samba,Maha 2017/2018,7185409
Colombo,Nadu,Yala 2017,1710375
Colombo,Keeri Samba,Yala 2017,190042
Colombo,Samba,Yala 2017,198583
Gampaha,Nadu,Yala 2017,4803555
Gampaha,Keeri Samba,Yala 2017,533728
Gampaha,Samba,Yala 2017,557716
Kalutara,Nadu,Yala 2017,13671595
Kalutara,Keeri Samba,Yala 2017,1519066
Kalutara,Samba,Yala 2017,1587339
Kandy,Nadu,Yala 2017,16678401
Kandy,Keeri Samba,Yala 2017,1853156
Kandy,Samba,Yala 2017,1936444
Matale,Nadu,Yala 2017,16103115
Matale,Keeri Samba,Yala 2017,1789235
Matale,Samba,Yala 2017,1869650
Nuwaraeliya,Nadu,Yala 2017,1897791
Nuwaraeliya,Keeri Samba,Yala 2017,210866
Nuwaraeliya,Samba,Yala 2017,220343
Galle,Nadu,Yala 2017,7570795
Galle,Keeri Samba,Yala 2017,841199
Galle,Samba,Yala 2017,879006
Matara,Nadu,Yala 2017,26138838
Matara,Keeri Samba,Yala 2017,2904315
Matara,Samba,Yala 2017,3034846
Hambantota,Nadu,Yala 2017,79081434
Hambantota,Keeri Samba,Yala 2017,8786826
Hambantota,Samba,Yala 2017,9181740
Mannar,Nadu,Yala 2017,223270
Mannar,Keeri Samba,Yala 2017,24808
Mannar,Samba,Yala 2017,25923
Vavuniya,Nadu,Yala 2017,1580814
